partial;3000;339;161;38;88
partial;3500;316;184;57;88
partial;4000;284;216;41;88
partial;4500;295;205;53;88
partial;5000;211;289;51;88
211;289;-1;6.64054;88;18;33
partial;500;317;183;52;90
partial;1000;404;96;42;90
partial;1500;342;158;55;90
partial;2000;301;199;49;90
partial;2500;416;84;50;90
partial;3000;492;8;57;90
500;0;3265;4.22014;90;46;0
partial;500;261;239;54;91
partial;1000;313;187;59;91
partial;1500;204;296;40;91
partial;2000;256;244;43;91
partial;2500;267;233;40;91
partial;3000;237;263;53;91
partial;3500;318;182;51;91
partial;4000;423;77;56;91
partial;4500;496;4;57;91
500;0;4633;5.72281;91;56;0
partial;500;191;309;48;92
partial;1000;166;334;54;92
partial;1500;203;297;55;92
partial;2000;49;451;46;92
partial;2500;27;473;50;92
0;500;2851;4.14248;92;0;50
partial;500;414;86;45;95
partial;1000;447;53;54;95
partial;1500;464;36;50;95
500;0;1788;2.30645;95;52;0
partial;500;200;300;48;94
partial;1000;360;140;55;94
partial;1500;430;70;48;94
partial;2000;385;115;49;94
partial;2500;433;67;53;94
partial;3000;363;137;46;94
partial;3500;292;208;49;94
partial;4000;254;246;53;94
partial;4500;155;345;44;94
partial;5000;328;172;48;94
328;172;-1;6.45697;94;28;20
partial;500;318;182;56;93
partial;1000;354;146;47;93
partial;1500;384;116;53;93
partial;2000;272;228;48;93
partial;2500;299;201;45;93
partial;3000;414;86;45;93
partial;3500;349;151;55;93
partial;4000;292;208;51;93
partial;4500;184;316;61;93
partial;5000;33;467;61;93
33;467;-1;6.54677;93;5;56
partial;500;389;111;49;96
partial;1000;391;109;46;96
partial;1500;488;12;53;96
500;0;1555;1.95657;96;48;0
partial;500;245;255;49;98
partial;1000;307;193;36;98
partial;1500;377;123;49;98
partial;2000;395;105;52;98
partial;2500;479;21;57;98
500;0;2817;2.66942;98;55;0
partial;500;170;330;46;97
partial;1000;222;278;51;97
partial;1500;115;385;60;97
partial;2000;140;360;56;97
partial;2500;203;297;44;97
partial;3000;133;367;55;97
0;500;3456;3.23525;97;0;47
partial;500;315;185;49;99
partial;1000;137;363;51;99
partial;1500;164;336;38;99
partial;2000;153;347;48;99
partial;2500;321;179;47;99
partial;3000;332;168;55;99
partial;3500;389;111;55;99
partial;4000;369;131;53;99
partial;4500;470;30;57;99
partial;5000;473;27;43;99
473;27;-1;3.6687;99;40;3
